date,product_id,quantity
2026-02-01,P008,1
2026-02-02,P008,0
2026-02-03,P008,0
2026-02-04,P008,3
2026-02-05,P008,5
2026-02-06,P008,8
2026-02-07,P008,6
2026-02-08,P008,2
2026-02-09,P008,0
2026-02-10,P008,0
2026-02-11,P008,2
2026-02-12,P008,7
2026-02-13,P008,8
2026-02-14,P008,6
2026-02-15,P008,1
2026-02-16,P008,0
2026-02-17,P008,0
2026-02-18,P008,5
2026-02-19,P008,6
2026-02-20,P008,6
2026-02-21,P008,7
2026-02-22,P008,3
2026-02-23,P008,0
2026-02-24,P008,0
2026-02-25,P008,3
2026-02-26,P008,6
2026-02-27,P008,9
2026-02-28,P008,5
2026-03-01,P008,3
2026-03-02,P008,1
2026-03-03,P008,0
2026-03-04,P008,4
2026-03-05,P008,6
2026-03-06,P008,3
2026-03-07,P008,2
2026-03-08,P008,0
2026-03-09,P008,0
2026-03-10,P008,0
2026-03-11,P008,3
2026-03-12,P008,8
2026-03-13,P008,5
2026-03-14,P008,5
2026-03-15,P008,2
2026-03-16,P008,0
2026-03-17,P008,0
2026-03-18,P008,1
2026-03-19,P008,8
2026-03-20,P008,6
2026-03-21,P008,7
2026-03-22,P008,1
2026-03-23,P008,1
2026-03-24,P008,0
2026-03-25,P008,3
2026-03-26,P008,5
2026-03-27,P008,7
2026-03-28,P008,5
2026-03-29,P008,0
2026-03-30,P008,0
2026-03-31,P008,0
2026-04-01,P008,6
2026-04-02,P008,6
2026-04-03,P008,8
2026-04-04,P008,4
2026-04-05,P008,2
2026-04-06,P008,0
2026-04-07,P008,0
2026-04-08,P008,3
2026-04-09,P008,8
2026-04-10,P008,7
2026-04-11,P008,6
2026-04-12,P008,2
2026-04-13,P008,1
2026-04-14,P008,0
2026-04-15,P008,6
2026-04-16,P008,5
2026-04-17,P008,5
2026-04-18,P008,3
2026-04-19,P008,4
2026-04-20,P008,0
2026-04-21,P008,0
2026-04-22,P008,4
2026-04-23,P008,6
2026-04-24,P008,9
2026-04-25,P008,2
2026-04-26,P008,1
2025-04-27,P009,18
2025-04-28,P009,17
2025-04-29,P009,12
2025-04-30,P009,19
2025-05-01,P009,28
2025-05-02,P009,33
2025-05-03,P009,23
2025-05-04,P009,14
2025-05-05,P009,14
2025-05-06,P009,14
2025-05-07,P009,15
2025-05-08,P009,24
2025-05-09,P009,34
2025-05-10,P009,26
2025-05-11,P009,14
2025-05-12,P009,10
2025-05-13,P009,13
2025-05-14,P009,22
2025-05-15,P009,24
2025-05-16,P009,28
2025-05-17,P009,25
2025-05-18,P009,16
2025-05-19,P009,13
2025-05-20,P009,9
2025-05-21,P009,21
2025-05-22,P009,31
2025-05-23,P009,31
2025-05-24,P009,25
2025-05-25,P009,16
2025-05-26,P009,9
2025-05-27,P009,13
2025-05-28,P009,24
2025-05-29,P009,28
2025-05-30,P009,28
2025-05-31,P009,23
2025-06-01,P009,17
2025-06-02,P009,10
2025-06-03,P009,14
2025-06-04,P009,22
2025-06-05,P009,31
2025-06-06,P009,34
2025-06-07,P009,28
2025-06-08,P009,14
2025-06-09,P009,9
2025-06-10,P009,13
2025-06-11,P009,19
2025-06-12,P009,25
2025-06-13,P009,29
2025-06-14,P009,24
2025-06-15,P009,15
2025-06-16,P009,10
2025-06-17,P009,16
2025-06-18,P009,21
2025-06-19,P009,35
2025-06-20,P009,31
2025-06-21,P009,24
2025-06-22,P009,17
2025-06-23,P009,12
2025-06-24,P009,14
2025-06-25,P009,27
2025-06-26,P009,26
2025-06-27,P009,33
2025-06-28,P009,26
2025-06-29,P009,12
2025-06-30,P009,14
2025-07-01,P009,17
2025-07-02,P009,18
2025-07-03,P009,29
2025-07-04,P009,26
2025-07-05,P009,22
2025-07-06,P009,20
2025-07-07,P009,10
2025-07-08,P009,10
2025-07-09,P009,22
2025-07-10,P009,27
2025-07-11,P009,29
2025-07-12,P009,27
2025-07-13,P009,14
2025-07-14,P009,9
2025-07-15,P009,14
2025-07-16,P009,24
2025-07-17,P009,32
2025-07-18,P009,29
2025-07-19,P009,28
2025-07-20,P009,15
2025-07-21,P009,17
2025-07-22,P009,10
2025-07-23,P009,25
2025-07-24,P009,27
2025-07-25,P009,36
2025-07-26,P009,27
2025-07-27,P009,14
2025-07-28,P009,10
2025-07-29,P009,16
2025-07-30,P009,24
2025-07-31,P009,29
2025-08-01,P009,31
2025-08-02,P009,28
2025-08-03,P009,17
2025-08-04,P009,8
2025-08-05,P009,11
2025-08-06,P009,22
2025-08-07,P009,32
2025-08-08,P009,35
2025-08-09,P009,28
2025-08-10,P009,18
2025-08-11,P009,14
2025-08-12,P009,12
2025-08-13,P009,21
2025-08-14,P009,27
2025-08-15,P009,27
2025-08-16,P009,27
2025-08-17,P009,18
2025-08-18,P009,14
2025-08-19,P009,15
2025-08-20,P009,22
2025-08-21,P009,31
2025-08-22,P009,31
2025-08-23,P009,27
2025-08-24,P009,15
2025-08-25,P009,13
2025-08-26,P009,16
2025-08-27,P009,20
2025-08-28,P009,29
2025-08-29,P009,29
2025-08-30,P009,24
2025-08-31,P009,14
2025-09-01,P009,16
2025-09-02,P009,17
2025-09-03,P009,23
2025-09-04,P009,35
2025-09-05,P009,31
2025-09-06,P009,34
2025-09-07,P009,17
2025-09-08,P009,13
2025-09-09,P009,13
2025-09-10,P009,23
2025-09-11,P009,32
2025-09-12,P009,31
2025-09-13,P009,31
2025-09-14,P009,18
2025-09-15,P009,13
2025-09-16,P009,12
2025-09-17,P009,23
2025-09-18,P009,29
2025-09-19,P009,30
2025-09-20,P009,24
2025-09-21,P009,25
2025-09-22,P009,12
2025-09-23,P009,10
2025-09-24,P009,20
2025-09-25,P009,29
2025-09-26,P009,33
2025-09-27,P009,28
2025-09-28,P009,20
2025-09-29,P009,11
2025-09-30,P009,15
2025-10-01,P009,19
2025-10-02,P009,28
2025-10-03,P009,29
2025-10-04,P009,23
2025-10-05,P009,21
2025-10-06,P009,14
2025-10-07,P009,17
2025-10-08,P009,22
2025-10-09,P009,32
2025-10-10,P009,27
2025-10-11,P009,29
2025-10-12,P009,18
2025-10-13,P009,14
2025-10-14,P009,16
2025-10-15,P009,19
2025-10-16,P009,25
2025-10-17,P009,30
2025-10-18,P009,28
2025-10-19,P009,20
2025-10-20,P009,9
2025-10-21,P009,12
2025-10-22,P009,20
2025-10-23,P009,29
2025-10-24,P009,28
2025-10-25,P009,22
2025-10-26,P009,16
2025-10-27,P009,13
2025-10-28,P009,11
2025-10-29,P009,22
2025-10-30,P009,33
2025-10-31,P009,28
2025-11-01,P009,26
2025-11-02,P009,21
2025-11-03,P009,12
2025-11-04,P009,13
2025-11-05,P009,26
2025-11-06,P009,29
2025-11-07,P009,35
2025-11-08,P009,28
2025-11-09,P009,17
2025-11-10,P009,14
2025-11-11,P009,16
2025-11-12,P009,25
2025-11-13,P009,28
2025-11-14,P009,32
2025-11-15,P009,26
2025-11-16,P009,20
2025-11-17,P009,10
2025-11-18,P009,18
2025-11-19,P009,24
2025-11-20,P009,26
2025-11-21,P009,35
2025-11-22,P009,33
2025-11-23,P009,21
2025-11-24,P009,17
2025-11-25,P009,15
2025-11-26,P009,18
2025-11-27,P009,25
2025-11-28,P009,33
2025-11-29,P009,25
2025-11-30,P009,16
2025-12-01,P009,13
2025-12-02,P009,17
2025-12-03,P009,19
2025-12-04,P009,29
2025-12-05,P009,36
2025-12-06,P009,24
2025-12-07,P009,21
2025-12-08,P009,12
2025-12-09,P009,17
2025-12-10,P009,26
2025-12-11,P009,32
2025-12-12,P009,35
2025-12-13,P009,24
2025-12-14,P009,22
2025-12-15,P009,11
2025-12-16,P009,16
2025-12-17,P009,24
2025-12-18,P009,32
2025-12-19,P009,33
2025-12-20,P009,25
2025-12-21,P009,15
2025-12-22,P009,16
2025-12-23,P009,16
2025-12-24,P009,26
2025-12-25,P009,30
2025-12-26,P009,28
2025-12-27,P009,30
2025-12-28,P009,18
2025-12-29,P009,14
2025-12-30,P009,13
2025-12-31,P009,28
2026-01-01,P009,28
2026-01-02,P009,32
2026-01-03,P009,28
2026-01-04,P009,16
2026-01-05,P009,14
2026-01-06,P009,20
2026-01-07,P009,22
2026-01-08,P009,32
2026-01-09,P009,25
2026-01-10,P009,27
2026-01-11,P009,18
2026-01-12,P009,11
2026-01-13,P009,19
2026-01-14,P009,22
2026-01-15,P009,30
2026-01-16,P009,32
2026-01-17,P009,22
2026-01-18,P009,16
2026-01-19,P009,16
2026-01-20,P009,10
2026-01-21,P009,21
2026-01-22,P009,30
2026-01-23,P009,38
2026-01-24,P009,30
2026-01-25,P009,17
2026-01-26,P009,17
2026-01-27,P009,14
2026-01-28,P009,26
2026-01-29,P009,27
2026-01-30,P009,36
2026-01-31,P009,26
2026-02-01,P009,16
2026-02-02,P009,13
2026-02-03,P009,16
2026-02-04,P009,22
2026-02-05,P009,33
2026-02-06,P009,31
2026-02-07,P009,29
2026-02-08,P009,20
2026-02-09,P009,14
2026-02-10,P009,15
2026-02-11,P009,24
2026-02-12,P009,33
2026-02-13,P009,39
2026-02-14,P009,30
2026-02-15,P009,22
2026-02-16,P009,23
2026-02-17,P009,17
2026-02-18,P009,25
2026-02-19,P009,33
2026-02-20,P009,30
2026-02-21,P009,26
2026-02-22,P009,18
2026-02-23,P009,16
2026-02-24,P009,15
2026-02-25,P009,24
2026-02-26,P009,34
2026-02-27,P009,36
2026-02-28,P009,27
2026-03-01,P009,17
2026-03-02,P009,17
2026-03-03,P009,18
2026-03-04,P009,19
2026-03-05,P009,30
2026-03-06,P009,34
2026-03-07,P009,30
2026-03-08,P009,22
2026-03-09,P009,15
2026-03-10,P009,18
2026-03-11,P009,24
2026-03-12,P009,29
2026-03-13,P009,32
2026-03-14,P009,28
2026-03-15,P009,19
2026-03-16,P009,9
2026-03-17,P009,15
2026-03-18,P009,24
2026-03-19,P009,31
2026-03-20,P009,33
2026-03-21,P009,29
2026-03-22,P009,17
2026-03-23,P009,10
2026-03-24,P009,15
2026-03-25,P009,26
2026-03-26,P009,36
2026-03-27,P009,36
2026-03-28,P009,24
2026-03-29,P009,19
2026-03-30,P009,15
2026-03-31,P009,17
2026-04-01,P009,25
2026-04-02,P009,29
2026-04-03,P009,34
2026-04-04,P009,29
2026-04-05,P009,22
2026-04-06,P009,12
2026-04-07,P009,15
2026-04-08,P009,16
2026-04-09,P009,30
2026-04-10,P009,32
2026-04-11,P009,25
2026-04-12,P009,20
2026-04-13,P009,14
2026-04-14,P009,10
2026-04-15,P009,25
2026-04-16,P009,29
2026-04-17,P009,35
2026-04-18,P009,25
2026-04-19,P009,20
2026-04-20,P009,14
2026-04-21,P009,17
2026-04-22,P009,25
2026-04-23,P009,31
2026-04-24,P009,29
2026-04-25,P009,24
2026-04-26,P009,18
2025-04-27,P010,3
2025-04-28,P010,2
2025-04-29,P010,3
2025-04-30,P010,5
2025-05-01,P010,9
2025-05-02,P010,7
2025-05-03,P010,6
2025-05-04,P010,4
2025-05-05,P010,2
2025-05-06,P010,2
2025-05-07,P010,3
2025-05-08,P010,6
2025-05-09,P010,6
2025-05-10,P010,4
2025-05-11,P010,2
2025-05-12,P010,0
2025-05-13,P010,3
2025-05-14,P010,5
2025-05-15,P010,6
2025-05-16,P010,7
2025-05-17,P010,3
2025-05-18,P010,2
2025-05-19,P010,2
2025-05-20,P010,3
2025-05-21,P010,3
2025-05-22,P010,7
2025-05-23,P010,5
2025-05-24,P010,4
2025-05-25,P010,3
2025-05-26,P010,3
2025-05-27,P010,2
2025-05-28,P010,4
2025-05-29,P010,4
2025-05-30,P010,4
2025-05-31,P010,5
2025-06-01,P010,2
2025-06-02,P010,0
2025-06-03,P010,1
2025-06-04,P010,3
2025-06-05,P010,7
2025-06-06,P010,6
2025-06-07,P010,6
2025-06-08,P010,2
2025-06-09,P010,0
2025-06-10,P010,2
2025-06-11,P010,2
2025-06-12,P010,8
2025-06-13,P010,6
2025-06-14,P010,5
2025-06-15,P010,2
2025-06-16,P010,2
2025-06-17,P010,1
2025-06-18,P010,1
2025-06-19,P010,6
2025-06-20,P010,5
2025-06-21,P010,4
2025-06-22,P010,0
2025-06-23,P010,0
2025-06-24,P010,0
2025-06-25,P010,2
2025-06-26,P010,4
2025-06-27,P010,7
2025-06-28,P010,6
2025-06-29,P010,1
2025-06-30,P010,0
2025-07-01,P010,0
2025-07-02,P010,3
2025-07-03,P010,4
2025-07-04,P010,4
2025-07-05,P010,4
2025-07-06,P010,0
2025-07-07,P010,0
2025-07-08,P010,0
2025-07-09,P010,2
2025-07-10,P010,6
2025-07-11,P010,5
2025-07-12,P010,4
2025-07-13,P010,0
2025-07-14,P010,0
2025-07-15,P010,0
2025-07-16,P010,1
2025-07-17,P010,4
2025-07-18,P010,4
2025-07-19,P010,1
2025-07-20,P010,0
2025-07-21,P010,0
2025-07-22,P010,0
2025-07-23,P010,3
2025-07-24,P010,5
2025-07-25,P010,2
2025-07-26,P010,4
2025-07-27,P010,1
2025-07-28,P010,0
2025-07-29,P010,0
2025-07-30,P010,2
2025-07-31,P010,4
2025-08-01,P010,2
2025-08-02,P010,3
2025-08-03,P010,0
2025-08-04,P010,0
2025-08-05,P010,0
2025-08-06,P010,0
2025-08-07,P010,2
2025-08-08,P010,4
2025-08-09,P010,3
2025-08-10,P010,0
2025-08-11,P010,0
2025-08-12,P010,0
2025-08-13,P010,1
2025-08-14,P010,3
2025-08-15,P010,3
2025-08-16,P010,1
2025-08-17,P010,0
2025-08-18,P010,0
2025-08-19,P010,0
2025-08-20,P010,0
2025-08-21,P010,4
2025-08-22,P010,2
2025-08-23,P010,2
2025-08-24,P010,0
2025-08-25,P010,0
2025-08-26,P010,0
2025-08-27,P010,0
2025-08-28,P010,3
2025-08-29,P010,3
2025-08-30,P010,0
2025-08-31,P010,0
2025-09-01,P010,0
2025-09-02,P010,0
2025-09-03,P010,0
2025-09-04,P010,2
2025-09-05,P010,1
2025-09-06,P010,1
2025-09-07,P010,0
2025-09-08,P010,0
2025-09-09,P010,0
2025-09-10,P010,0
2025-09-11,P010,1
2025-09-12,P010,2
2025-09-13,P010,0
2025-09-14,P010,0
2025-09-15,P010,0
2025-09-16,P010,0
2025-09-17,P010,0
2025-09-18,P010,0
2025-09-19,P010,0
2025-09-20,P010,0
2025-09-21,P010,0
2025-09-22,P010,0
2025-09-23,P010,0
2025-09-24,P010,0
2025-09-25,P010,0
2025-09-26,P010,3
2025-09-27,P010,0
2025-09-28,P010,0
2025-09-29,P010,0
2025-09-30,P010,0
2025-10-01,P010,0
2025-10-02,P010,1
2025-10-03,P010,0
2025-10-04,P010,0
2025-10-05,P010,0
2025-10-06,P010,0
2025-10-07,P010,0
2025-10-08,P010,0
2025-10-09,P010,0
2025-10-10,P010,0
2025-10-11,P010,0
2025-10-12,P010,0
2025-10-13,P010,0
2025-10-14,P010,0
2025-10-15,P010,0
2025-10-16,P010,0
2025-10-17,P010,0
2025-10-18,P010,0
2025-10-19,P010,0
2025-10-20,P010,0
2025-10-21,P010,0
2025-10-22,P010,0
2025-10-23,P010,0
2025-10-24,P010,0
2025-10-25,P010,0
2025-10-26,P010,0
2025-10-27,P010,0
2025-10-28,P010,0
2025-10-29,P010,0
2025-10-30,P010,0
2025-10-31,P010,1
2025-11-01,P010,0
2025-11-02,P010,0
2025-11-03,P010,0
2025-11-04,P010,0
2025-11-05,P010,0
2025-11-06,P010,0
2025-11-07,P010,0
2025-11-08,P010,0
2025-11-09,P010,0
2025-11-10,P010,0
2025-11-11,P010,0
2025-11-12,P010,0
2025-11-13,P010,0
2025-11-14,P010,0
2025-11-15,P010,0
2025-11-16,P010,0
2025-11-17,P010,0
2025-11-18,P010,0
2025-11-19,P010,0
2025-11-20,P010,0
2025-11-21,P010,0
2025-11-22,P010,0
2025-11-23,P010,0
2025-11-24,P010,0
2025-11-25,P010,0
2025-11-26,P010,0
2025-11-27,P010,0
2025-11-28,P010,0
2025-11-29,P010,0
2025-11-30,P010,0
2025-12-01,P010,0
2025-12-02,P010,0
2025-12-03,P010,0
2025-12-04,P010,0
2025-12-05,P010,0
2025-12-06,P010,0
2025-12-07,P010,0
2025-12-08,P010,0
2025-12-09,P010,0
2025-12-10,P010,0
2025-12-11,P010,0
2025-12-12,P010,0
2025-12-13,P010,0
2025-12-14,P010,0
2025-12-15,P010,0
2025-12-16,P010,0
2025-12-17,P010,0
2025-12-18,P010,0
2025-12-19,P010,0
2025-12-20,P010,0
2025-12-21,P010,0
2025-12-22,P010,0
2025-12-23,P010,0
2025-12-24,P010,0
2025-12-25,P010,0
2025-12-26,P010,0
2025-12-27,P010,0
2025-12-28,P010,0
2025-12-29,P010,0
2025-12-30,P010,0
2025-12-31,P010,0
2026-01-01,P010,0
2026-01-02,P010,0
2026-01-03,P010,0
2026-01-04,P010,0
2026-01-05,P010,0
2026-01-06,P010,0
2026-01-07,P010,0
2026-01-08,P010,0
2026-01-09,P010,0
2026-01-10,P010,0
2026-01-11,P010,0
2026-01-12,P010,0
2026-01-13,P010,0
2026-01-14,P010,0
2026-01-15,P010,0
2026-01-16,P010,0
2026-01-17,P010,0
2026-01-18,P010,0
2026-01-19,P010,0
2026-01-20,P010,0
2026-01-21,P010,0
2026-01-22,P010,0
2026-01-23,P010,0
2026-01-24,P010,0
2026-01-25,P010,0
2026-01-26,P010,0
2026-01-27,P010,0
2026-01-28,P010,0
2026-01-29,P010,0
2026-01-30,P010,0
2026-01-31,P010,0
2026-02-01,P010,0
2026-02-02,P010,0
2026-02-03,P010,0
2026-02-04,P010,0
2026-02-05,P010,0
2026-02-06,P010,0
2026-02-07,P010,0
2026-02-08,P010,0
2026-02-09,P010,0
2026-02-10,P010,0
2026-02-11,P010,0
2026-02-12,P010,0
2026-02-13,P010,0
2026-02-14,P010,0
2026-02-15,P010,0
2026-02-16,P010,0
2026-02-17,P010,0
2026-02-18,P010,0
2026-02-19,P010,0
2026-02-20,P010,0
2026-02-21,P010,0
2026-02-22,P010,0
2026-02-23,P010,0
2026-02-24,P010,0
2026-02-25,P010,0
2026-02-26,P010,0
2026-02-27,P010,0
2026-02-28,P010,0
2026-03-01,P010,0
2026-03-02,P010,0
2026-03-03,P010,0
2026-03-04,P010,0
2026-03-05,P010,0
2026-03-06,P010,0
2026-03-07,P010,0
2026-03-08,P010,0
2026-03-09,P010,0
2026-03-10,P010,0
2026-03-11,P010,0
2026-03-12,P010,0
2026-03-13,P010,0
2026-03-14,P010,0
2026-03-15,P010,0
2026-03-16,P010,0
2026-03-17,P010,0
2026-03-18,P010,0
2026-03-19,P010,0
2026-03-20,P010,0
2026-03-21,P010,0
2026-03-22,P010,0
2026-03-23,P010,0
2026-03-24,P010,0
2026-03-25,P010,0
2026-03-26,P010,0
2026-03-27,P010,0
2026-03-28,P010,0
2026-03-29,P010,0
2026-03-30,P010,0
2026-03-31,P010,0
2026-04-01,P010,0
2026-04-02,P010,0
2026-04-03,P010,0
2026-04-04,P010,0
2026-04-05,P010,0
2026-04-06,P010,0
2026-04-07,P010,0
2026-04-08,P010,0
2026-04-09,P010,0
2026-04-10,P010,0
2026-04-11,P010,0
2026-04-12,P010,0
2026-04-13,P010,0
2026-04-14,P010,0
2026-04-15,P010,0
2026-04-16,P010,0
2026-04-17,P010,0
2026-04-18,P010,0
2026-04-19,P010,0
2026-04-20,P010,0
2026-04-21,P010,0
2026-04-22,P010,0
2026-04-23,P010,0
2026-04-24,P010,0
2026-04-25,P010,0
2026-04-26,P010,0
2025-04-27,P011,26
2025-04-28,P011,12
2025-04-29,P011,24
2025-04-30,P011,25
2025-05-01,P011,32
2025-05-02,P011,37
2025-05-03,P011,35
2025-05-04,P011,21
2025-05-05,P011,13
2025-05-06,P011,17
2025-05-07,P011,21
2025-05-08,P011,37
2025-05-09,P011,29
2025-05-10,P011,29
2025-05-11,P011,25
2025-05-12,P011,17
2025-05-13,P011,21
2025-05-14,P011,26
2025-05-15,P011,41
2025-05-16,P011,42
2025-05-17,P011,34
2025-05-18,P011,26
2025-05-19,P011,19
2025-05-20,P011,16
2025-05-21,P011,21
2025-05-22,P011,37
2025-05-23,P011,40
2025-05-24,P011,37
2025-05-25,P011,18
2025-05-26,P011,12
2025-05-27,P011,20
2025-05-28,P011,26
2025-05-29,P011,27
2025-05-30,P011,39
2025-05-31,P011,23
2025-06-01,P011,18
2025-06-02,P011,22
2025-06-03,P011,26
2025-06-04,P011,21
2025-06-05,P011,34
2025-06-06,P011,38
2025-06-07,P011,40
2025-06-08,P011,20
2025-06-09,P011,14
2025-06-10,P011,25
2025-06-11,P011,25
2025-06-12,P011,39
2025-06-13,P011,31
2025-06-14,P011,31
2025-06-15,P011,15
2025-06-16,P011,11
2025-06-17,P011,22
2025-06-18,P011,27
2025-06-19,P011,34
2025-06-20,P011,35
2025-06-21,P011,31
2025-06-22,P011,24
2025-06-23,P011,21
2025-06-24,P011,7
2025-06-25,P011,23
2025-06-26,P011,37
2025-06-27,P011,38
2025-06-28,P011,34
2025-06-29,P011,24
2025-06-30,P011,15
2025-07-01,P011,16
2025-07-02,P011,26
2025-07-03,P011,41
2025-07-04,P011,35
2025-07-05,P011,32
2025-07-06,P011,23
2025-07-07,P011,23
2025-07-08,P011,17
2025-07-09,P011,32
2025-07-10,P011,42
2025-07-11,P011,38
2025-07-12,P011,31
2025-07-13,P011,21
2025-07-14,P011,15
2025-07-15,P011,22
2025-07-16,P011,28
2025-07-17,P011,37
2025-07-18,P011,33
2025-07-19,P011,28
2025-07-20,P011,32
2025-07-21,P011,16
2025-07-22,P011,15
2025-07-23,P011,34
2025-07-24,P011,38
2025-07-25,P011,41
2025-07-26,P011,32
2025-07-27,P011,21
2025-07-28,P011,16
2025-07-29,P011,13
2025-07-30,P011,27
2025-07-31,P011,38
2025-08-01,P011,47
2025-08-02,P011,33
2025-08-03,P011,12
2025-08-04,P011,16
2025-08-05,P011,31
2025-08-06,P011,32
2025-08-07,P011,33
2025-08-08,P011,41
2025-08-09,P011,29
2025-08-10,P011,17
2025-08-11,P011,15
2025-08-12,P011,19
2025-08-13,P011,19
2025-08-14,P011,31
2025-08-15,P011,39
2025-08-16,P011,31
2025-08-17,P011,25
2025-08-18,P011,11
2025-08-19,P011,22
2025-08-20,P011,22
2025-08-21,P011,44
2025-08-22,P011,31
2025-08-23,P011,28
2025-08-24,P011,25
2025-08-25,P011,24
2025-08-26,P011,21
2025-08-27,P011,30
2025-08-28,P011,37
2025-08-29,P011,34
2025-08-30,P011,31
2025-08-31,P011,18
2025-09-01,P011,11
2025-09-02,P011,21
2025-09-03,P011,23
2025-09-04,P011,38
2025-09-05,P011,33
2025-09-06,P011,34
2025-09-07,P011,21
2025-09-08,P011,23
2025-09-09,P011,21
2025-09-10,P011,34
2025-09-11,P011,33
2025-09-12,P011,39
2025-09-13,P011,29
2025-09-14,P011,21
2025-09-15,P011,16
2025-09-16,P011,16
2025-09-17,P011,23
2025-09-18,P011,31
2025-09-19,P011,29
2025-09-20,P011,28
2025-09-21,P011,26
2025-09-22,P011,10
2025-09-23,P011,13
2025-09-24,P011,36
2025-09-25,P011,34
2025-09-26,P011,41
2025-09-27,P011,36
2025-09-28,P011,26
2025-09-29,P011,11
2025-09-30,P011,19
2025-10-01,P011,21
2025-10-02,P011,48
2025-10-03,P011,32
2025-10-04,P011,28
2025-10-05,P011,19
2025-10-06,P011,11
2025-10-07,P011,26
2025-10-08,P011,39
2025-10-09,P011,35
2025-10-10,P011,33
2025-10-11,P011,23
2025-10-12,P011,22
2025-10-13,P011,16
2025-10-14,P011,17
2025-10-15,P011,29
2025-10-16,P011,39
2025-10-17,P011,41
2025-10-18,P011,32
2025-10-19,P011,19
2025-10-20,P011,21
2025-10-21,P011,20
2025-10-22,P011,33
2025-10-23,P011,41
2025-10-24,P011,33
2025-10-25,P011,27
2025-10-26,P011,20
2025-10-27,P011,13
2025-10-28,P011,23
2025-10-29,P011,30
2025-10-30,P011,42
2025-10-31,P011,41
2025-11-01,P011,34
2025-11-02,P011,29
2025-11-03,P011,20
2025-11-04,P011,20
2025-11-05,P011,35
2025-11-06,P011,38
2025-11-07,P011,38
2025-11-08,P011,30
2025-11-09,P011,27
2025-11-10,P011,23
2025-11-11,P011,20
2025-11-12,P011,35
2025-11-13,P011,29
2025-11-14,P011,40
2025-11-15,P011,34
2025-11-16,P011,21
2025-11-17,P011,29
2025-11-18,P011,20
2025-11-19,P011,27
2025-11-20,P011,38
2025-11-21,P011,31
2025-11-22,P011,30
2025-11-23,P011,29
2025-11-24,P011,15
2025-11-25,P011,16
2025-11-26,P011,35
2025-11-27,P011,44
2025-11-28,P011,42
2025-11-29,P011,32
2025-11-30,P011,23
2025-12-01,P011,15
2025-12-02,P011,16
2025-12-03,P011,24
2025-12-04,P011,35
2025-12-05,P011,35
2025-12-06,P011,27
2025-12-07,P011,25
2025-12-08,P011,19
2025-12-09,P011,28
2025-12-10,P011,26
2025-12-11,P011,39
2025-12-12,P011,42
2025-12-13,P011,33
2025-12-14,P011,28
2025-12-15,P011,22
2025-12-16,P011,22
2025-12-17,P011,28
2025-12-18,P011,36
2025-12-19,P011,34
2025-12-20,P011,31
2025-12-21,P011,22
2025-12-22,P011,13
2025-12-23,P011,23
2025-12-24,P011,35
2025-12-25,P011,34
2025-12-26,P011,42
2025-12-27,P011,30
2025-12-28,P011,23
2025-12-29,P011,15
2025-12-30,P011,23
2025-12-31,P011,26
2026-01-01,P011,43
2026-01-02,P011,39
2026-01-03,P011,31
2026-01-04,P011,19
2026-01-05,P011,20
2026-01-06,P011,25
2026-01-07,P011,31
2026-01-08,P011,48
2026-01-09,P011,47
2026-01-10,P011,33
2026-01-11,P011,23
2026-01-12,P011,21
2026-01-13,P011,17
2026-01-14,P011,35
2026-01-15,P011,40
2026-01-16,P011,42
2026-01-17,P011,38
2026-01-18,P011,33
2026-01-19,P011,19
2026-01-20,P011,20
2026-01-21,P011,36
2026-01-22,P011,43
2026-01-23,P011,39
2026-01-24,P011,35
2026-01-25,P011,26
2026-01-26,P011,20
2026-01-27,P011,15
2026-01-28,P011,23
2026-01-29,P011,35
2026-01-30,P011,36
2026-01-31,P011,32
2026-02-01,P011,28
2026-02-02,P011,18
2026-02-03,P011,22
2026-02-04,P011,24
2026-02-05,P011,37
2026-02-06,P011,43
2026-02-07,P011,37
2026-02-08,P011,22
2026-02-09,P011,20
2026-02-10,P011,31
2026-02-11,P011,30
2026-02-12,P011,36
2026-02-13,P011,40
2026-02-14,P011,35
2026-02-15,P011,24
2026-02-16,P011,19
2026-02-17,P011,15
2026-02-18,P011,26
2026-02-19,P011,38
2026-02-20,P011,40
2026-02-21,P011,32
2026-02-22,P011,24
2026-02-23,P011,19
2026-02-24,P011,25
2026-02-25,P011,30
2026-02-26,P011,41
2026-02-27,P011,39
2026-02-28,P011,38
2026-03-01,P011,27
2026-03-02,P011,23
2026-03-03,P011,25
2026-03-04,P011,33
2026-03-05,P011,39
2026-03-06,P011,42
2026-03-07,P011,40
2026-03-08,P011,22
2026-03-09,P011,16
2026-03-10,P011,22
2026-03-11,P011,32
2026-03-12,P011,35
2026-03-13,P011,41
2026-03-14,P011,35
2026-03-15,P011,15
2026-03-16,P011,18
2026-03-17,P011,21
2026-03-18,P011,30
2026-03-19,P011,45
2026-03-20,P011,36
2026-03-21,P011,32
2026-03-22,P011,14
2026-03-23,P011,17
2026-03-24,P011,20
2026-03-25,P011,28
2026-03-26,P011,44
2026-03-27,P011,45
2026-03-28,P011,36
2026-03-29,P011,24
2026-03-30,P011,24
2026-03-31,P011,22
2026-04-01,P011,27
2026-04-02,P011,32
2026-04-03,P011,39
2026-04-04,P011,39
2026-04-05,P011,36
2026-04-06,P011,20
2026-04-07,P011,18
2026-04-08,P011,25
2026-04-09,P011,42
2026-04-10,P011,34
2026-04-11,P011,38
